s,px,py
26.698805,0.0038412175119999998,3.4034257560000004e-07
29.56687,0.000384601295,-0.000258962475
89.756254,0.000671951824,-0.000797159019
90.140125,0.0006364130180909091,-0.00012224787899999995
120.378768,0.00019006218139999999,-7.070802400000001e-08
149.945638,0.00041757665201754387,1.4769205403508784e-05
179.512507,0.000547458344125,7.477521325e-05
180.952023,0.000199938047,-1.34699493e-06
205.720506,0.000147031354,-1.08184629e-07
210.518893,0.000168959644,6.61357897e-08
264.649245,0.011962572522222222,-5.222332066666667e-07
296.148534,-0.00038856382528301887,3.701266900000001e-05
299.891276,0.0001758299,-2.45695086e-07
329.650081,0.000153963021,-1.5696712355e-06
384.177368,0.00019067107,2.65787724e-06
385.233013,0.000185470692,8.7619252e-07
385.424949,-0.0003283249243139999,7.156235084000005e-05
386.096723,0.000148723025,-0.000940155791
387.248336,0.000613280458,-0.000196706351
413.50327,0.007675565931999999,6.971022422666668e-07
413.56327,0.003832430235,-8.760915877500003e-08
415.471657,0.000513810309,-0.000964257516
415.75956,0.000391839282,0.00048552823100000004
415.951496,0.0001827045982,0.00028822706449999996
416.911173,7.1278395e-05,-0.000444831526
417.103109,0.0006933114607500001,0.00045458834024999996
417.199076,0.0006929166055,0.0007611177124999999
417.87085,0.0004350574881447369,0.00010219497635526327
446.861913,0.000620100075,0.0006558279075
447.149817,0.0005525811983333333,0.00012535097641666666
447.533688,0.0004578102018596489,-2.13983719122807e-05
447.629655,0.00041619832493902453,7.861308168292684e-05
471.804228,0.00248479879,0.00453742482
474.81588,0.000192312746,-1.68340612e-06
475.667665,1.63168234e-05,0.000116402658
12.478082,-0.007776442973500002,2.6646976156000005e-06
12.539822,-0.007666181729795918,6.489472758674081e-06
12.763302,-0.0003080276086857144,1.5286175622900634e-05
16.262175,-0.004358510333636365,1.9288176218363668e-08
16.362175,0.000857818492,0.00287019742
28.991063,0.00073283887,0.000238519612
29.854773,-0.000802663212,-0.0012901101
30.81445,0.0005125318027435897,0.000193156899
31.006386,0.00047678422220879136,-6.276311448351648e-05
42.175147,-0.007948248143333335,-5.357283763333334e-07
42.360367,-0.007537918459119497,1.4284264374902515e-06
46.07098,-0.0009105481590999997,-6.935710960300004e-08
52.835583,-0.0069513098524999995,-6.624532320000005e-08
58.365997,0.000683029355,-0.000334557626
60.189384,-0.00068950811,0.000594084462
60.477287,0.0004084787827857143,0.00013037521092857141
72.057432,-0.007671796067868853,-5.27072134957726e-06
72.280912,-0.0003152665916076925,-5.840167962599306e-06
75.594674,-0.008004493358857143,-6.625725974257144e-08
82.715313,-0.0033953198049999998,-8.190187224999999e-07
88.604641,0.0005452837705,7.930344449999998e-05
131.389822,-0.008051484157272727,-1.4692200870909093e-07
171.870803,-0.006958542965,-8.69728296e-07
178.936701,-0.000752589359,-0.000984828017
179.032669,-0.000441676672,0.000611819271
254.973767,-0.0032805397276829285,-5.81633298697276e-06
255.924642,0.00370881694,-0.00625351602
258.092042,0.000836327443,0.00273952764
261.076292,-0.007097227603333333,-6.32035653e-07
267.157471,0.000496938975,0.00025940577
267.349406,-0.000468774781,0.00244725441
267.637309,0.000598514206,-0.000118090829
267.733277,-0.0004629446364,-0.0015347688375
310.301352,-0.003876064155454546,8.614469672404597e-06
310.351352,-0.000322748863644628,8.647545961563679e-07
313.850225,-0.004355434041067961,-4.029315287544186e-06
313.900225,-0.0009188836596800001,-3.345733813778801e-07
314.491377,-0.003294558726460675,-1.596279514604864e-05
314.583552,0.0003587580584834439,-4.7811613757106685e-06
320.835752,5.1847138e-05,-1.23577603e-06
328.210565,0.0006074439115,6.797330000000046e-06
341.698763,0.00194829454,-0.00566443243
341.757513,0.00333693788,0.00509357432
350.423632,-0.00688944499,3.03513681e-07
350.544557,-0.003394349895,-1.6947161500000003e-08
369.707222,-0.007533162576587302,-4.105184992733325e-06
369.818962,-0.003863768880484849,1.0345807326611882e-05
387.824142,0.00042405872209523815,-0.0001362676179047619
403.683442,-0.0034568339040816323,6.655007593816328e-08
403.725617,-0.0033422351291089126,-1.199702531630713e-05
403.767792,-0.003260961462486187,3.286468930267628e-06
403.859967,0.00034585581785606065,4.858454172277048e-06
416.047463,0.000719205943,-0.000371866299
416.335367,0.000163866554,-0.000705371135
429.224832,-0.00753861373337931,-6.0706781927197254e-06
432.700334,-0.008042325285151515,-5.17263270800394e-05
432.767889,-0.007926028041515154,3.6038130560876764e-06
444.942559,-0.0004344627954102563,1.1625715384615364e-06
445.134494,0.0006352754905,-8.018364800000001e-05
445.230462,0.000654647358,-0.00049762022
458.983637,-0.007528197120965514,4.6008849024922224e-08
459.095377,-0.0038689408905847942,9.516226973603664e-06
462.526694,-0.007933670253974361,3.568214512893591e-07
