s,px,py
3.350001,-0.0025645999,-0.0150343396
3.400002,-0.002819493145,0.0001595104499999998
26.408804,0.021109496057142855,2.5294203107142854e-07
26.518805,0.01664379594,-3.143396337e-06
26.578805,0.011691818633333333,3.9756478395555556e-07
26.638805,0.007616705919230768,2.8467468369999995e-07
26.698805,0.0038412175119999998,3.4034257560000004e-07
26.879773,0.000201045283,2.79386667e-08
27.071708,0.00019197477249999998,1.7644565025e-06
27.647515,0.000197544972,5.26410007e-08
28.319289,-0.00030316321284090913,7.580438993181811e-05
28.607192,0.000614065664,-0.001113360617
28.895095,0.000316266513,-0.00146698192
29.470902,0.000207300562,-0.000506299043
29.56687,0.000384601295,-0.000258962475
29.95074,0.000536269754,0.000225119292
30.238644,0.000701445207,0.000793652567
30.334611,0.000682092082,0.000799621471
30.430579,0.0006817814328000001,-0.0001270611938
30.526547,0.0007357860045,0.0007444508560000001
30.622515,0.0005737003904,0.0004570387312
30.718482,0.000512885187076923,-0.00028282004761538465
30.81445,0.0005420152017500001,-9.483605782142858e-05
30.910418,0.0004904856990175439,5.11289456140364e-07
31.006386,0.00044579804435,-4.712653789999999e-05
31.102353,0.00019177788885714285,2.2521029892857142e-07
32.54187,0.000175316106,-1.65303978e-07
56.167609,0.021453316914285713,1.6414425035142854e-06
56.27761,0.01650446880769231,-1.9066659246153844e-06
56.33761,0.011872487919999999,-1.381064048e-06
56.39761,0.00767286862,5.518588903800001e-06
56.45761,0.0037555926883333333,4.235784250981667e-05
56.734545,0.000201070642,-1.18041172e-06
57.118416,0.000220761927,1.81932065e-06
58.078094,-0.0003357675111724137,-0.00011764799610344825
58.365997,0.000631463892,-0.00125860066
58.845836,0.000179248145,-0.000697041205
58.941804,0.000179553567,0.000898215407
60.093416,0.0007039726855000001,-0.0008189540565
60.285352,0.0006860050348999999,-0.00016891794110000005
60.38132,0.0005871577287142857,-0.0005336436984285714
60.477287,0.0005405910537999999,-0.0003424384366666667
60.669223,0.0004551537282432432,0.00016354002113513514
60.765191,0.00042980564876388887,2.1354102208333352e-05
60.861158,0.00018971007092307693,-3.0542099069230775e-07
61.6289,0.000199153686,-4.38881775e-07
85.926414,0.021672678633333334,-3.017806489666667e-06
86.036415,0.016440676081818182,1.902651996363636e-06
86.096415,0.01184107146,-1.360101156e-06
86.156415,0.007639840393333333,-5.50060937111111e-07
86.216415,0.00380024146,1.46832647e-09
86.276415,0.000204524546,1.189857388e-06
86.301415,0.000193644666,-1.88832698e-07
86.781254,0.000191106546,2.50015693e-06
86.973189,0.000198631059,-1.34125406e-06
87.261092,0.000188751629,3.2166186e-06
87.644963,0.0001910311455,1.055965097e-06
87.740931,0.00018245540000000001,-1.9397006e-06
87.836899,-0.00033912943324999987,-4.539930936111109e-05
88.316738,0.000463895858,-9.36102835e-05
88.508673,0.00028229743,-0.0021592045
88.604641,7.69304864e-05,0.00271135907
88.700609,-0.00010539570945000001,0.0016268385825
88.796576,0.000485952742,0.000462550345
89.660286,0.0004388243175,0.00029136977450000003
89.756254,0.000671951824,-0.000797159019
89.852221,0.0006896038498,0.0005006529342
89.948189,0.00061166826125,0.000880613639
90.044157,0.0006762784149999999,-5.6062456999999996e-05
90.140125,0.0006364130180909091,-0.00012224787899999995
90.236092,0.0005296362522916666,3.261525133333332e-05
90.33206,0.0005013369231851852,-7.027561051851854e-05
90.428028,0.0004863593992745098,7.579500707843136e-05
90.523996,0.0004552610465189875,2.813119958227847e-05
90.619963,0.00018438142272727274,-4.075493265272727e-07
115.685219,0.0214390591125,2.20618736e-06
115.79522,0.016360610525000003,-2.1510543589999998e-06
115.91522,0.0076022314250000006,2.576354170833333e-07
115.97522,0.003828382835,-3.3746675e-08
116.540059,0.000198002043,2.08692558e-07
116.827962,0.000189509732,3.22799486e-07
117.595704,-0.0003411010510606061,-7.261794212121211e-06
117.979575,0.000460740198,-0.00109250112
118.075543,0.000409743926,0.00104736043
118.17151,0.000402522075,0.00174177681
118.363446,0.000573932899,0.000226216905
118.939252,0.000102163664,-0.000445156447
119.131188,0.000557336864,0.000187234216
119.515059,0.0006578434783333333,0.0007832404093333333
119.611026,0.0006275834344,-0.0007904538534
119.706994,0.0006987590448750001,2.0353299750000076e-05
119.802962,0.000586570928,8.062245620000003e-05
119.89893,0.0006141259469090908,0.0003817465433636364
119.994897,0.0005066725267999999,2.6375006159999994e-05
120.090865,0.0005057075599459459,4.895519689189188e-05
120.186833,0.00046837615512244907,0.00012281094489795916
120.282801,0.0004464013195714286,-1.140583023376627e-05
120.378768,0.00019006218139999999,-7.070802400000001e-08
121.530381,0.000175147025,-2.30424237e-06
145.444024,0.021499047174999997,-4.565689573750001e-06
145.554025,0.0165296449,-4.803265804444447e-07
145.614025,0.011846948128571429,2.35457296e-06
145.734025,0.003803659043333334,-1.7881020066666665e-06
145.794025,0.000195835803,1.4459085499999992e-07
145.819025,0.000192165591,-2.41549935e-06
146.202896,0.000190080737,-1.99821782e-06
146.682735,0.00018779946,4.3328454e-06
147.162573,0.000193808535,1.77182587e-06
147.354509,-0.0003480636871627907,7.928552558139468e-07
147.834348,0.0004229398543333333,0.0011943627713333334
147.930315,0.000336623449,0.00130589901
148.314186,0.00017354484,0.000542022424
148.410154,5.22611376e-05,-0.000613097984
148.889993,0.000768261116,-0.000348613948
149.177896,0.000681004553,-0.00100734164
149.273864,0.00070459348,0.00105341735
149.369831,0.0006853348855,-0.00048208542775
149.465799,0.0006439695666,-0.0007129790807599999
149.561767,0.000589380606,-0.00025169331799999997
149.84967,0.00041988568334042564,0.00013196638848936166
149.945638,0.00041757665201754387,1.4769205403508784e-05
150.137573,0.00019887579349999997,-5.965658683999999e-08
150.233541,0.000172326285,-2.52305923e-07
150.521444,0.000174708265,-3.24098336e-07
151.097251,0.000168695385,-8.80010379e-07
175.202829,0.02132884486666667,-7.908709121666666e-07
175.31283,0.01627994172727273,-4.446820716636364e-07
175.37283,0.011843774100000001,5.233160853333333e-07
175.43283,0.0076681478425,-1.7875575025e-07
175.49283,0.0038069983916666664,-3.6093242899999996e-07
175.55283,0.00020968827566666666,1.1416274976666665e-07
175.865733,0.000188209788,1.22440584e-06
176.921378,0.00018992719850000002,2.885982995e-08
177.017346,0.000221225313,1.1026353e-06
177.68912,0.000364934466,0.00149900645
177.881056,9.49153851e-05,-0.00178633148
178.072991,0.000156841603,-0.00106581512
178.360894,0.000315957956,0.000359107589
178.648798,0.000284870947,-0.000314055491
178.936701,0.000737728724,0.0010451061
179.128636,0.0006677712033333333,-0.0008038499933333333
179.224604,0.0006456507971428571,-0.00036424770014285715
179.320572,0.0006344223943749999,-0.0004891038721249999
179.41654,0.0005629629757999998,-0.0002953184456
179.512507,0.000547458344125,7.477521325e-05
179.704443,0.0004886101929166667,5.9492408874999985e-05
179.800411,0.00045233748181967224,-0.00017940986727868846
179.896378,0.0001904783565,-3.8302883899999993e-07
180.184282,0.000164530317,-2.25305366e-07
180.376217,0.000168544736,8.95381454e-07
180.856056,0.000168556697,-5.36348907e-08
180.952023,0.000199938047,-1.34699493e-06
204.961634,0.021499173450000002,7.458035579999999e-07
205.191635,0.00752225396,-2.3902706e-06
205.251635,0.00380278354,-7.02338204e-07
205.311635,0.000193336655,6.6260890755e-07
205.720506,0.000147031354,-1.08184629e-07
206.104377,0.000196615765,-1.54982563e-06
206.488248,0.000186506376,-1.22029293e-06
206.680183,0.000258421601,7.07116441e-07
206.776151,0.000182677929,1.04714695e-06
206.872119,-0.00035783041283333334,-4.7161828407407435e-05
207.25599,0.000626758037,-0.00146223351
207.351957,0.000579710714,-0.00133068964
207.735828,0.000533113921,-0.000292421066
208.50357,-0.000393765289,-0.000449382392
208.599538,0.000505594354,-0.000747062217
208.695506,0.000748273096,0.00104031217
208.791474,0.0006359200313333333,0.00023701603600000001
208.887441,0.0005662802558571428,9.159622685714286e-05
209.079377,0.0004889340665555556,-0.00013569018027777776
209.271312,0.0004957607734705883,0.00011225396205882353
209.36728,0.00048670867611538474,0.00010039152996153849
209.655183,0.000183586295375,-5.661482275e-07
210.518893,0.000168959644,6.61357897e-08
210.710828,0.000175668337,7.01299806e-07
234.078788,0.000309244829,-0.00389943093
234.720439,0.021412989528571427,5.068276529428572e-06
234.83044,0.016496685516666665,7.180266797750002e-07
234.89044,0.011804169466666667,-7.563582366666668e-07
234.95044,0.007664282058,-1.5023574184e-07
235.01044,0.0037816486999999997,1.0769886053333334e-06
235.07044,0.000156809044325,6.3392036325e-07
239.413988,0.00018401842116666666,7.689412206666667e-07
239.989795,0.000170350786,3.09197547e-06
240.565601,0.000192297525,-8.69177584e-07
240.661569,0.000167374918,-1.66971611e-06
240.853504,0.000122046642,-0.000585435368
241.640444,-0.001732375845,0.005940733295
264.589245,0.016603510909090905,-3.1339807245454523e-07
264.649245,0.011962572522222222,-5.222332066666667e-07
264.709245,0.00767456409,-1.6697085155000003e-06
264.769245,0.003718527815,-1.9762270803749997e-05
264.829245,0.000202785081,7.94584541e-07
265.430051,0.000185949883,4.52394658e-07
265.621987,0.000185049479,-2.27023006e-06
265.813922,0.0002060004865,2.05759982555e-07
266.7736,0.00042383768,0.000777618182
266.869567,0.000338997117,0.001351629
266.965535,0.000392812147,0.00147339789
267.157471,0.00014161337827666668,-0.00031180662800000007
267.349406,-0.000130323186,-0.00204277085
268.213116,0.0007006514455,-0.0009773860165
268.309084,0.000719259101,0.0004167181733333333
268.405051,0.000641368682,-0.000519165092
268.501019,0.0006513657452,-0.0004452519766
268.596987,0.0006676228505000001,-9.180178816666668e-05
268.692955,0.0005747862652727272,-0.00022053001699999996
268.788922,0.0005741605933571429,-2.8929485928571412e-05
268.88489,0.0005097312620416667,-0.00012422734975
268.980858,0.00047463892059701495,9.52598706865672e-05
269.076826,0.00045475784230434804,-2.7693857815217375e-05
269.7486,0.00019070750700000004,-1.1850302633333334e-07
294.238049,0.021759267833333335,-7.467288849999999e-07
294.34805,0.01638594249090909,3.615206600909093e-07
294.40805,0.0118618879,3.2615750566666666e-06
294.46805,0.0076325411633333335,-1.801741883166667e-06
294.52805,0.0038194605971428566,-3.2765479398571434e-06
294.58805,0.00018484708066666665,-1.4065065655e-06
294.60055,0.000200661657,2.8142139e-07
295.47676,0.000262363029,3.65641915e-07
296.148534,-0.00038856382528301887,3.701266900000001e-05
296.436437,0.000540054254,0.000961292217
296.628372,0.000464428282,-0.0008805809035
296.72434,0.00039769908850000003,-0.00010675771500000004
296.820308,0.00036978346,0.000694659439
297.012243,4.86208142e-05,0.00074239446
297.204179,6.844469e-05,0.000683849057
298.067889,0.000641854595,-0.000955906383
298.163856,0.0006464550895,-0.000157100254
298.259824,0.0006908335386666666,0.00021850216433333335
298.355792,0.0005904852106666667,0.0007872173091666665
298.45176,0.0005333762069411764,5.771204970588233e-05
298.547727,0.0005247732751724138,0.00012125458831034482
298.643695,0.0004920680335000001,0.00020243851724999995
298.739663,0.0004640923757962962,-3.01681119259259e-05
298.931598,0.00018850584483333334,-5.5377950695e-07
299.219501,0.000171388887,-2.73623243e-06
299.891276,0.0001758299,-2.45695086e-07
324.106855,0.016815197211111115,1.8811256402222224e-06
324.166855,0.011680066616666665,5.704962601e-07
324.226855,0.007625928753333334,-3.4212915774444447e-07
324.286855,0.003833271188333334,-9.819355437333331e-07
324.346855,0.00012084421830000002,-3.0368714549999998e-05
325.235565,0.000196349752,1.54937411e-06
